Station_ID,City,Day_Type,Hour,Number_of_Chargers,Past_Occupancy_Rate,Weather,Occupancy
1018,Chennai,Weekend,9.0,8.0,0.01,Rainy,0
1016,Chennai,Weekend,18.0,3.0,0.7,Rainy,1
1039,Delhi,Weekend,7.0,12.0,0.4,Sunny,0
1004,Mumbai,Weekend,18.0,2.0,0.29,Rainy,0
1025,Delhi,Weekday,4.0,14.0,0.45,Rainy,0
1032,Hyderabad,Weekday,1.0,13.0,0.07,Cloudy,0
1040,Kochi,Weekend,14.0,14.0,0.39,Sunny,0
1013,Kochi,Weekend,16.0,8.0,0.31,Rainy,0
1045,Kochi,Weekend,9.0,13.0,0.8,Cloudy,1
1017,Mumbai,Weekend,20.0,18.0,0.17,Cloudy,0
1049,Delhi,Weekday,20.0,9.0,0.76,Rainy,1
1037,Trivandrum,Weekday,21.0,4.0,0.5,Sunny,0
1006,Bangalore,Weekday,1.0,8.0,-0.5,Rainy,0
1019,Hyderabad,Weekend,8.0,9.0,0.97,Cloudy,1
1013,Kochi,Weekend,1.0,15.0,0.73,Sunny,0
1026,Trivandrum,Weekend,17.0,15.0,0.26,Cloudy,0
1014,Chennai,Weekday,11.0,3.0,0.58,Rainy,1
1031,Delhi,Weekday,14.0,7.0,,Sunny,1
1004,Hyderabad,Weekday,20.0,17.0,0.93,Rainy,1
1039,Hyderabad,Weekend,19.0,10.0,0.73,Rainy,1
1008,Chennai,Weekday,5.0,16.0,0.73,Rainy,0
1025,Chennai,Weekend,17.0,16.0,0.28,Cloudy,0
1013,Chennai,Weekday,12.0,13.0,0.99,Sunny,1
1032,Kochi,Weekend,3.0,10.0,0.24,Sunny,0
1038,Kochi,Weekend,11.0,17.0,0.09,Cloudy,0
1038,Delhi,Weekend,8.0,7.0,0.98,Sunny,1
1028,Chennai,Weekend,1.0,16.0,0.15,Sunny,0
1030,Bangalore,Weekday,15.0,14.0,0.52,Rainy,1
1003,Hyderabad,Weekday,0.0,11.0,0.47,Rainy,0
1028,Chennai,Weekday,3.0,15.0,0.85,Cloudy,0
1003,Hyderabad,Weekend,14.0,4.0,0.4,Sunny,0
1045,Mumbai,Weekday,19.0,13.0,0.5,Cloudy,0
1034,Trivandrum,Weekend,0.0,2.0,0.04,Cloudy,0
1016,Mumbai,Weekday,19.0,17.0,0.21,Cloudy,0
1022,Chennai,Weekday,14.0,11.0,,Cloudy,1
1032,Hyderabad,Weekend,2.0,10.0,0.48,Rainy,0
1038,Trivandrum,Weekend,12.0,19.0,0.23,Cloudy,0
1008,Mumbai,Weekend,17.0,2.0,0.37,Sunny,0
1008,Chennai,Weekday,12.0,11.0,0.29,Rainy,0
1006,Hyderabad,Weekend,9.0,8.0,0.56,Rainy,1
1014,Chennai,Weekday,19.0,11.0,0.05,Cloudy,0
1032,Kochi,Weekday,23.0,13.0,0.22,Rainy,0
1035,Hyderabad,Weekday,6.0,12.0,0.35,Rainy,0
1010,Mumbai,Weekend,7.0,10.0,0.93,Rainy,0
1003,Chennai,Weekday,0.0,6.0,0.62,Rainy,0
1012,Mumbai,Weekend,17.0,5.0,0.5,Rainy,0
1049,Chennai,Weekend,11.0,14.0,0.19,Rainy,0
1031,Delhi,Weekday,17.0,9.0,0.56,Sunny,1
1029,Mumbai,Weekday,23.0,17.0,0.93,Rainy,0
1005,Mumbai,Weekday,11.0,2.0,0.57,Rainy,1
1025,Bangalore,Weekday,19.0,18.0,0.16,Cloudy,0
1041,Trivandrum,Weekend,8.0,16.0,1.0,Rainy,1
1031,Kochi,Weekend,1.0,16.0,0.5,Rainy,0
1021,Mumbai,Weekend,13.0,19.0,0.32,Cloudy,0
1020,Hyderabad,Weekend,3.0,7.0,0.5,Sunny,0
1039,Trivandrum,Weekend,14.0,3.0,0.26,Sunny,0
1022,Chennai,Weekend,16.0,6.0,0.03,Rainy,0
1004,Delhi,Weekend,18.0,8.0,0.89,Sunny,1
1013,Hyderabad,Weekend,5.0,10.0,0.43,Sunny,0
1045,Trivandrum,Weekend,8.0,3.0,0.75,Sunny,1
1042,Hyderabad,Weekday,16.0,8.0,0.97,Sunny,1
1050,Hyderabad,Weekday,14.0,15.0,0.63,Rainy,1
1049,Hyderabad,Weekend,4.0,16.0,0.69,Rainy,0
1020,Trivandrum,Weekend,17.0,13.0,0.94,Cloudy,1
1013,Delhi,Weekday,22.0,5.0,0.52,Rainy,0
1017,Bangalore,Weekday,3.0,14.0,0.32,Rainy,0
1036,Kochi,Weekday,20.0,10.0,0.92,Sunny,1
1033,Mumbai,Weekend,23.0,13.0,0.07,Sunny,0
1001,Trivandrum,Weekday,1.0,11.0,0.21,Rainy,0
1015,Hyderabad,Weekday,18.0,10.0,0.34,Rainy,0
1013,Mumbai,Weekday,4.0,8.0,0.78,Sunny,0
1017,Trivandrum,Weekday,3.0,13.0,0.9,Rainy,0
1024,Mumbai,Weekday,4.0,17.0,0.45,Rainy,0
1008,Hyderabad,Weekend,18.0,16.0,0.29,Sunny,0
1050,Bangalore,Weekday,12.0,8.0,0.35,Sunny,0
1027,Trivandrum,Weekend,15.0,9.0,0.66,Cloudy,1
1045,Mumbai,Weekday,11.0,8.0,0.16,Rainy,0
1023,Chennai,Weekday,8.0,12.0,0.55,Sunny,1
1046,Mumbai,Weekday,23.0,5.0,0.59,Sunny,0
1008,Kochi,Weekday,15.0,19.0,0.71,Rainy,1
1008,Hyderabad,Weekday,13.0,8.0,0.6,Rainy,1
1026,Delhi,Weekend,21.0,14.0,0.1,Sunny,0
1047,Mumbai,Weekend,0.0,10.0,0.69,Rainy,0
1013,Bangalore,Weekend,19.0,19.0,0.02,Cloudy,0
1039,Chennai,Weekend,22.0,8.0,0.39,Sunny,0
1037,Chennai,Weekend,20.0,17.0,0.42,Sunny,0
1049,Delhi,Weekend,3.0,6.0,0.12,Rainy,0
1028,Kochi,Weekend,8.0,8.0,0.01,Sunny,0
1025,Delhi,Weekday,23.0,7.0,0.07,Rainy,0
1016,Kochi,Weekend,18.0,3.0,0.45,Cloudy,0
1002,Mumbai,Weekday,13.0,8.0,0.24,Cloudy,0
1018,Hyderabad,Weekday,21.0,10.0,0.07,Cloudy,0
1017,Bangalore,Weekend,11.0,14.0,0.26,Sunny,0
1030,Chennai,Weekday,3.0,18.0,0.53,Cloudy,0
1039,Delhi,Weekday,6.0,18.0,0.74,Rainy,0
1013,Bangalore,Weekend,16.0,16.0,0.41,Rainy,0
1032,Kochi,Weekday,0.0,19.0,0.61,Cloudy,0
1050,Hyderabad,Weekend,13.0,16.0,0.6,Cloudy,1
1029,Chennai,Weekday,14.0,12.0,0.9,Rainy,1
1046,Chennai,Weekend,11.0,13.0,0.18,Cloudy,0
1030,Kochi,Weekday,11.0,18.0,0.48,Cloudy,0
1018,Hyderabad,Weekend,5.0,13.0,0.63,Cloudy,0
1013,Chennai,Weekday,12.0,8.0,0.52,Rainy,1
1043,Hyderabad,Weekend,15.0,8.0,0.45,Rainy,0
1021,Chennai,Weekday,13.0,11.0,0.97,Cloudy,1
1030,Mumbai,Weekday,6.0,17.0,0.94,Rainy,0
1021,Kochi,Weekend,15.0,12.0,0.61,Cloudy,1
1048,Hyderabad,Weekday,22.0,17.0,0.44,Cloudy,0
1017,Bangalore,Weekend,8.0,3.0,0.76,Cloudy,1
1040,Mumbai,Weekday,13.0,3.0,0.51,Sunny,1
1019,Trivandrum,Weekday,23.0,19.0,1.0,Sunny,0
1015,Bangalore,Weekend,6.0,6.0,0.69,Cloudy,0
1009,Kochi,Weekday,11.0,15.0,0.07,Sunny,0
1010,Chennai,Weekend,2.0,9.0,0.4,Cloudy,0
1044,Trivandrum,Weekday,13.0,7.0,0.73,Sunny,1
1031,Bangalore,Weekday,18.0,10.0,0.84,Cloudy,1
1023,Mumbai,Weekday,10.0,7.0,0.81,Sunny,1
1030,Trivandrum,Weekday,4.0,18.0,0.98,Rainy,0
1033,Trivandrum,Weekend,22.0,9.0,0.49,Rainy,0
1009,Hyderabad,Weekend,12.0,4.0,0.14,Sunny,0
1047,Delhi,Weekday,9.0,13.0,0.65,Cloudy,1
1001,Bangalore,Weekday,6.0,14.0,0.07,Sunny,0
1044,Delhi,Weekend,16.0,19.0,0.97,Sunny,1
1035,Kochi,Weekday,15.0,12.0,0.76,Rainy,1
1011,Bangalore,Weekend,7.0,3.0,0.98,Rainy,0
1034,Bangalore,Weekday,16.0,15.0,0.38,Rainy,0
1016,Hyderabad,Weekday,12.0,2.0,0.02,Sunny,0
1009,Chennai,Weekend,10.0,16.0,0.52,Rainy,1
1032,Mumbai,Weekday,19.0,19.0,0.12,Rainy,0
1015,Mumbai,Weekend,17.0,19.0,0.68,Rainy,1
1012,Mumbai,Weekend,4.0,18.0,0.5,Cloudy,0
1033,Kochi,Weekend,5.0,2.0,0.75,Cloudy,0
1045,Trivandrum,Weekend,19.0,15.0,0.29,Sunny,0
1014,Chennai,Weekend,13.0,17.0,0.83,Rainy,1
1008,Delhi,Weekend,11.0,5.0,0.65,Sunny,1
1008,Mumbai,Weekday,3.0,7.0,0.99,Sunny,0
1027,Delhi,Weekend,6.0,17.0,0.18,Rainy,0
1012,Chennai,Weekend,10.0,7.0,0.05,Sunny,0
1001,Kochi,Weekday,19.0,16.0,0.85,Rainy,1
1043,Chennai,Weekend,1.0,2.0,0.34,Rainy,0
1040,Hyderabad,Weekday,3.0,8.0,0.43,Cloudy,0
1042,Trivandrum,Weekend,6.0,12.0,0.93,Sunny,0
1011,Mumbai,Weekend,0.0,2.0,0.44,Sunny,0
1039,Kochi,Weekend,14.0,9.0,0.3,Rainy,0
1043,Hyderabad,Weekday,19.0,15.0,0.06,Cloudy,0
1031,Mumbai,Weekday,21.0,6.0,0.44,Cloudy,0
1017,Chennai,Weekend,23.0,14.0,0.65,Sunny,0
1033,Chennai,Weekend,7.0,16.0,0.27,Cloudy,0
1032,Bangalore,Weekday,4.0,10.0,0.72,Sunny,0
1029,Bangalore,Weekday,13.0,9.0,0.48,Sunny,0
1021,Chennai,Weekday,17.0,18.0,0.86,Cloudy,1
1021,Chennai,Weekend,2.0,19.0,0.16,Rainy,0
1040,Delhi,Weekday,1.0,19.0,0.76,Sunny,0
1023,Trivandrum,Weekday,21.0,5.0,0.93,Sunny,0
1006,Delhi,Weekday,15.0,3.0,0.74,Sunny,1
1022,Trivandrum,Weekday,13.0,6.0,0.41,Sunny,0
1050,Hyderabad,Weekday,15.0,18.0,0.23,Cloudy,0
1038,Bangalore,Weekday,10.0,8.0,0.1,Cloudy,0
1037,Bangalore,Weekday,16.0,17.0,0.64,Cloudy,1
1045,Chennai,Weekend,2.0,2.0,0.14,Cloudy,0
1008,Chennai,Weekday,22.0,13.0,0.84,Sunny,0
1041,Hyderabad,Weekend,22.0,10.0,0.96,Rainy,0
1049,Kochi,Weekend,4.0,17.0,0.14,Rainy,0
1035,Kochi,Weekday,2.0,8.0,0.38,Cloudy,0
1011,Kochi,Weekend,14.0,16.0,0.94,Sunny,1
1024,Bangalore,Weekend,22.0,13.0,0.47,Cloudy,0
1049,Delhi,Weekday,4.0,5.0,0.54,Rainy,0
1021,Kochi,Weekend,21.0,7.0,0.75,Cloudy,0
1002,Mumbai,Weekday,2.0,7.0,0.21,Sunny,0
1040,Hyderabad,Weekday,5.0,16.0,0.98,Sunny,0
1019,Kochi,Weekday,22.0,4.0,0.78,Sunny,0
1039,Mumbai,Weekday,13.0,3.0,0.16,Cloudy,0
1028,Kochi,Weekday,23.0,6.0,0.11,Rainy,0
1017,Delhi,Weekday,1.0,9.0,0.93,Sunny,0
1006,Delhi,Weekday,17.0,17.0,0.69,Rainy,1
1019,Kochi,Weekend,5.0,17.0,0.04,Rainy,0
1038,Mumbai,Weekday,23.0,,0.14,Cloudy,0
1028,Hyderabad,Weekend,4.0,2.0,0.05,Cloudy,0
1002,Mumbai,Weekday,13.0,19.0,0.97,Rainy,1
1038,Hyderabad,Weekday,16.0,9.0,0.5,Sunny,0
1037,Kochi,Weekday,10.0,6.0,0.46,Sunny,0
1004,Hyderabad,Weekend,0.0,13.0,0.96,Cloudy,0
1022,Chennai,Weekend,9.0,19.0,0.5,Sunny,0
1026,Bangalore,Weekend,8.0,6.0,0.52,Rainy,1
1049,Trivandrum,Weekend,19.0,14.0,0.98,Sunny,1
1043,Bangalore,Weekend,11.0,13.0,0.11,Cloudy,0
1036,Delhi,Weekend,0.0,17.0,0.99,Rainy,0
1013,Chennai,Weekday,23.0,15.0,0.17,Rainy,0
1032,Bangalore,Weekday,17.0,12.0,0.47,Sunny,0
1017,Kochi,Weekend,11.0,10.0,0.34,Sunny,0
1041,Hyderabad,Weekend,1.0,11.0,0.96,Rainy,0
1036,Hyderabad,Weekend,0.0,17.0,0.49,Cloudy,0
1046,Mumbai,Weekend,0.0,11.0,0.02,Cloudy,0
1019,Mumbai,Weekend,0.0,5.0,0.22,Sunny,0
1035,Hyderabad,Weekday,21.0,9.0,0.43,Cloudy,0
1046,Kochi,Weekday,11.0,12.0,0.68,Rainy,1
1040,Hyderabad,Weekday,6.0,7.0,0.56,Cloudy,0
1028,Mumbai,Weekday,3.0,5.0,0.85,Rainy,0
1001,Bangalore,Weekday,20.0,6.0,0.83,Sunny,1
1042,Delhi,Weekday,19.0,19.0,0.59,Cloudy,1
1018,Mumbai,Weekday,3.0,4.0,0.57,Rainy,0
1048,Kochi,Weekday,14.0,8.0,0.28,Sunny,0
1040,Bangalore,Weekend,0.0,13.0,0.96,Rainy,0
1033,Bangalore,Weekend,5.0,4.0,0.08,Cloudy,0
1012,Bangalore,Weekday,13.0,18.0,0.4,Rainy,0
1008,Chennai,Weekday,13.0,4.0,0.66,Sunny,1
1024,Chennai,Weekday,9.0,12.0,0.95,Sunny,1
1016,Trivandrum,Weekend,6.0,7.0,0.5,Cloudy,0
1050,Bangalore,Weekend,22.0,12.0,0.9,Sunny,0
1004,Kochi,Weekday,23.0,5.0,0.1,Cloudy,0
1038,Hyderabad,Weekend,22.0,18.0,0.53,Sunny,0
1044,Kochi,Weekday,21.0,2.0,0.32,Cloudy,0
1027,Chennai,Weekday,11.0,13.0,0.8,Sunny,1
1009,Mumbai,Weekday,23.0,4.0,0.44,Cloudy,0
1047,Trivandrum,Weekday,18.0,17.0,0.48,Rainy,0
1016,Chennai,Weekday,8.0,4.0,2.0,Rainy,0
1012,Hyderabad,Weekend,2.0,15.0,0.44,Cloudy,0
1031,Delhi,Weekday,3.0,18.0,0.08,Sunny,0
1024,Trivandrum,Weekday,12.0,8.0,0.3,Sunny,0
1014,Chennai,Weekday,9.0,12.0,0.13,Cloudy,0
1045,Kochi,Weekday,13.0,17.0,0.33,Sunny,0
1025,Trivandrum,Weekend,5.0,6.0,0.23,Cloudy,0
1034,Kochi,Weekday,100.0,2.0,0.29,Rainy,0
1003,Bangalore,Weekday,18.0,11.0,0.15,Cloudy,0
1024,Bangalore,Weekend,9.0,19.0,0.44,Sunny,0
1042,Bangalore,Weekday,21.0,11.0,0.5,Sunny,0
1009,Trivandrum,Weekday,4.0,2.0,0.84,Cloudy,0
1026,Delhi,Weekday,4.0,14.0,0.54,Cloudy,0
1020,Hyderabad,Weekday,4.0,5.0,0.23,Cloudy,0
1040,Trivandrum,Weekend,8.0,13.0,0.74,Cloudy,1
1010,Mumbai,Weekday,22.0,17.0,0.3,Rainy,0
1019,Kochi,Weekday,8.0,13.0,0.76,Sunny,1
1003,Kochi,Weekend,14.0,7.0,0.39,Sunny,0
1024,Trivandrum,Weekday,8.0,17.0,0.51,Cloudy,1
1005,Trivandrum,Weekday,13.0,13.0,0.5,Cloudy,0
1003,Hyderabad,Weekend,5.0,11.0,0.96,Cloudy,0
1027,Delhi,Weekday,21.0,6.0,0.15,Rainy,0
1016,Trivandrum,Weekend,19.0,13.0,0.94,Rainy,1
1049,Bangalore,Weekday,7.0,9.0,0.56,Cloudy,0
1015,Hyderabad,Weekend,1.0,5.0,0.99,Sunny,0
1035,Mumbai,Weekday,4.0,8.0,0.57,Rainy,0
1012,Bangalore,Weekday,16.0,6.0,0.66,Sunny,1
1041,Mumbai,Weekend,9.0,12.0,0.75,Rainy,1
1044,Chennai,Weekday,13.0,18.0,0.82,Cloudy,1
1026,Mumbai,Weekend,17.0,4.0,0.48,Cloudy,0
1047,Bangalore,Weekend,0.0,3.0,0.68,Sunny,0
1034,Chennai,Weekend,21.0,3.0,0.61,Cloudy,0
1023,Bangalore,Weekend,1.0,15.0,0.41,Sunny,0
1031,Kochi,Weekday,3.0,2.0,0.82,Cloudy,0
1050,Bangalore,Weekend,12.0,17.0,0.19,Cloudy,0
1020,Chennai,Weekday,15.0,16.0,0.17,Sunny,0
1012,Mumbai,Weekday,4.0,19.0,0.74,Cloudy,0
1023,Kochi,Weekend,22.0,3.0,0.64,Rainy,0
1004,Delhi,Weekend,9.0,12.0,0.32,Cloudy,0
1023,Delhi,Weekday,16.0,18.0,0.64,Sunny,1
1048,Delhi,Weekend,10.0,14.0,0.77,Cloudy,1
1048,Delhi,Weekday,4.0,13.0,0.22,Rainy,0
1001,Hyderabad,Weekend,14.0,3.0,0.58,Cloudy,1
1025,Delhi,Weekday,3.0,19.0,0.82,Cloudy,0
1002,Chennai,Weekday,6.0,11.0,0.41,Rainy,0
1030,Trivandrum,Weekend,9.0,13.0,0.57,Cloudy,1
1003,Delhi,Weekday,22.0,18.0,0.08,Cloudy,0
1021,Bangalore,Weekday,23.0,15.0,0.83,Sunny,0
1025,Trivandrum,Weekend,3.0,14.0,0.8,Sunny,0
1020,Delhi,Weekend,19.0,4.0,0.46,Sunny,0
1049,Trivandrum,Weekend,4.0,9.0,0.12,Sunny,0
1022,Mumbai,Weekend,4.0,6.0,0.66,Rainy,0
1021,Chennai,Weekend,10.0,13.0,0.57,Sunny,1
1033,Chennai,Weekday,18.0,2.0,0.92,Sunny,1
1038,Trivandrum,Weekday,4.0,17.0,0.28,Cloudy,0
1015,Kochi,Weekend,20.0,13.0,0.03,Rainy,0
1046,Hyderabad,Weekday,7.0,18.0,0.25,Rainy,0
1015,Bangalore,Weekday,6.0,10.0,0.43,Sunny,0
1046,Trivandrum,Weekday,7.0,14.0,0.16,Cloudy,0
1025,Chennai,Weekday,12.0,5.0,0.98,Rainy,1
1021,Mumbai,Weekday,4.0,5.0,0.22,Rainy,0
1024,Delhi,Weekend,17.0,16.0,0.68,Sunny,1
1005,Chennai,Weekend,23.0,11.0,0.45,Sunny,0
1006,Mumbai,Weekday,8.0,7.0,0.56,Sunny,1
1049,Delhi,Weekday,1.0,4.0,0.93,Cloudy,0
1043,Hyderabad,Weekend,15.0,16.0,0.53,Sunny,1
1048,Chennai,Weekend,13.0,7.0,0.31,Rainy,0
1044,Chennai,Weekend,16.0,12.0,0.22,Rainy,0
1047,Trivandrum,Weekend,5.0,3.0,0.89,Sunny,0
1023,Trivandrum,Weekday,2.0,3.0,0.99,Rainy,0
1004,Mumbai,Weekend,16.0,2.0,0.25,Cloudy,0
1027,Kochi,Weekend,12.0,12.0,0.72,Sunny,1
1018,Trivandrum,Weekday,5.0,6.0,0.51,Rainy,0
1021,Bangalore,Weekend,7.0,7.0,0.7,Rainy,0
1028,Hyderabad,Weekend,5.0,4.0,0.96,Sunny,0
1035,Bangalore,Weekend,15.0,6.0,0.28,Rainy,0
1022,Chennai,Weekend,5.0,10.0,0.74,Rainy,0
1040,Bangalore,Weekend,16.0,6.0,0.44,Sunny,0
1023,Delhi,Weekday,20.0,13.0,0.65,Cloudy,1
1003,Hyderabad,Weekday,2.0,13.0,0.41,Rainy,0
1040,Bangalore,Weekday,22.0,17.0,0.71,Cloudy,0
1050,Delhi,Weekday,11.0,8.0,0.34,Cloudy,0
1010,Mumbai,Weekday,5.0,15.0,0.49,Cloudy,0
1025,Bangalore,Weekend,20.0,10.0,0.71,Cloudy,1
1049,Hyderabad,Weekend,6.0,16.0,0.04,Cloudy,0
1008,Delhi,Weekend,10.0,12.0,0.33,Rainy,0
1011,Bangalore,Weekend,8.0,5.0,0.55,Rainy,1
1005,Mumbai,Weekend,15.0,12.0,0.07,Cloudy,0
1045,Bangalore,Weekend,4.0,10.0,0.7,Sunny,0
1037,Delhi,Weekend,14.0,7.0,0.81,Cloudy,1
1045,Bangalore,Weekend,20.0,18.0,0.16,Sunny,0
1038,Hyderabad,Weekend,3.0,10.0,,Rainy,0
1029,Chennai,Weekend,4.0,7.0,0.65,Sunny,0
1005,Delhi,Weekend,6.0,7.0,0.41,Rainy,0
1009,Delhi,Weekend,2.0,5.0,0.16,Sunny,0
1048,Delhi,Weekend,3.0,12.0,0.95,Cloudy,0
1002,Delhi,Weekday,14.0,4.0,0.46,Rainy,0
1001,Bangalore,Weekend,1.0,19.0,0.18,Sunny,0
1040,Hyderabad,Weekday,23.0,17.0,0.72,Cloudy,0
1030,Mumbai,Weekend,4.0,17.0,0.61,Sunny,0
1011,Hyderabad,Weekend,6.0,13.0,0.82,Sunny,0
1028,Delhi,Weekend,21.0,15.0,1.0,Sunny,0
1044,Kochi,Weekday,16.0,10.0,0.04,Rainy,0
1012,Bangalore,Weekday,7.0,8.0,0.74,Rainy,0
1039,Kochi,Weekend,8.0,15.0,0.99,Cloudy,1
1026,Bangalore,Weekend,9.0,11.0,0.54,Sunny,1
1013,Delhi,Weekend,10.0,12.0,0.72,Sunny,1
1008,Bangalore,Weekend,0.0,8.0,0.44,Rainy,0
1028,Delhi,Weekday,14.0,12.0,0.36,Rainy,0
1030,Hyderabad,Weekday,7.0,7.0,0.7,Sunny,0
1009,Trivandrum,Weekend,18.0,9.0,0.99,Sunny,1
1039,Chennai,Weekday,11.0,2.0,0.09,Sunny,0
1031,Bangalore,Weekday,5.0,9.0,0.42,Rainy,0
1021,Delhi,Weekend,9.0,6.0,0.94,Sunny,1
1047,Kochi,Weekend,23.0,11.0,0.11,Sunny,0
1034,Delhi,Weekend,4.0,3.0,0.65,Rainy,0
1031,Kochi,Weekday,23.0,5.0,0.43,Rainy,0
1025,Bangalore,Weekend,6.0,3.0,0.38,Rainy,0
1012,Mumbai,Weekday,6.0,16.0,0.21,Rainy,0
1001,Kochi,Weekend,22.0,,0.18,Sunny,0
1022,Delhi,Weekend,21.0,3.0,0.52,Rainy,0
1040,Bangalore,Weekday,21.0,7.0,0.38,Rainy,0
1037,Delhi,Weekday,8.0,15.0,0.49,Sunny,0
1047,Mumbai,Weekday,14.0,6.0,0.2,Cloudy,0
1001,Chennai,Weekday,5.0,3.0,0.35,Sunny,0
1001,Trivandrum,Weekday,15.0,15.0,1.0,Sunny,1
1042,Trivandrum,Weekday,6.0,14.0,0.37,Sunny,0
1042,Mumbai,Weekend,14.0,3.0,0.41,Sunny,0
1021,Hyderabad,Weekday,22.0,10.0,0.02,Sunny,0
1015,Bangalore,Weekday,1.0,4.0,0.38,Sunny,0
1017,Mumbai,Weekend,7.0,16.0,0.76,Sunny,0
1022,Chennai,Weekday,11.0,4.0,0.52,Cloudy,1
1038,Delhi,Weekday,10.0,13.0,0.66,Sunny,1
1035,Bangalore,Weekend,5.0,7.0,0.56,Sunny,0
1045,Kochi,Weekend,19.0,18.0,0.11,Sunny,0
1016,Mumbai,Weekend,12.0,7.0,0.33,Sunny,0
1008,Chennai,Weekday,22.0,18.0,0.69,Sunny,0
1047,Mumbai,Weekend,15.0,17.0,0.55,Cloudy,1
1017,Hyderabad,Weekday,7.0,9.0,0.67,Rainy,0
1017,Trivandrum,Weekend,16.0,9.0,0.36,Rainy,0
1026,Trivandrum,Weekday,12.0,16.0,0.19,Sunny,0
1013,Bangalore,Weekend,3.0,9.0,0.83,Cloudy,0
1017,Delhi,Weekend,19.0,4.0,0.38,Cloudy,0
1038,Chennai,Weekend,9.0,17.0,0.66,Cloudy,1
1017,Mumbai,Weekday,21.0,4.0,0.38,Rainy,0
1048,Bangalore,Weekday,19.0,2.0,0.93,Rainy,1
1014,Mumbai,Weekend,15.0,9.0,0.99,Cloudy,1
1045,Bangalore,Weekend,16.0,10.0,0.65,Rainy,1
1006,Trivandrum,Weekend,7.0,13.0,0.6,Rainy,0
1035,Hyderabad,Weekend,10.0,19.0,0.84,Sunny,1
1046,Mumbai,Weekday,4.0,18.0,0.52,Sunny,0
1014,Hyderabad,Weekend,20.0,9.0,0.87,Sunny,1
1047,Kochi,Weekend,15.0,12.0,0.41,Cloudy,0
1008,Kochi,Weekday,23.0,8.0,0.03,Sunny,0
1015,Trivandrum,Weekday,7.0,15.0,0.93,Cloudy,0
1027,Chennai,Weekend,20.0,11.0,0.72,Sunny,1
1013,Hyderabad,Weekend,15.0,16.0,0.51,Cloudy,1
1049,Bangalore,Weekday,3.0,13.0,0.94,Rainy,0
1031,Chennai,Weekday,5.0,18.0,0.89,Cloudy,0
1035,Mumbai,Weekend,20.0,9.0,0.11,Rainy,0
1006,Mumbai,Weekday,7.0,15.0,0.62,Sunny,0
1005,Bangalore,Weekday,8.0,16.0,0.54,Rainy,1
1022,Delhi,Weekend,12.0,12.0,0.78,Rainy,1
1049,Delhi,Weekend,16.0,13.0,0.3,Sunny,0
1023,Mumbai,Weekday,8.0,17.0,0.01,Cloudy,0
1025,Trivandrum,Weekend,12.0,19.0,0.19,Cloudy,0
1034,Trivandrum,Weekend,8.0,100.0,0.21,Cloudy,0
1026,Bangalore,Weekend,5.0,19.0,0.29,Sunny,0
1047,Delhi,Weekend,9.0,2.0,0.37,Cloudy,0
1005,Hyderabad,Weekend,4.0,5.0,0.71,Rainy,0
1026,Mumbai,Weekday,6.0,8.0,0.07,Sunny,0
1020,Kochi,Weekday,10.0,2.0,0.49,Cloudy,0
1006,Hyderabad,Weekend,23.0,9.0,0.5,Rainy,0
1006,Bangalore,Weekend,8.0,18.0,0.62,Rainy,1
1050,Kochi,Weekend,9.0,9.0,0.31,Cloudy,0
1018,Hyderabad,Weekday,10.0,6.0,0.26,Sunny,0
1004,Delhi,Weekday,2.0,2.0,0.48,Rainy,0
1017,Trivandrum,Weekday,7.0,16.0,0.66,Rainy,0
1014,Delhi,Weekday,16.0,5.0,0.04,Rainy,0
1014,Kochi,Weekend,6.0,8.0,0.29,Rainy,0
1013,Chennai,Weekend,11.0,15.0,0.79,Cloudy,1
1007,Trivandrum,Weekday,15.0,13.0,0.48,Sunny,0
1044,Mumbai,Weekday,14.0,4.0,0.95,Rainy,1
1015,Kochi,Weekend,20.0,19.0,0.87,Rainy,1
1019,Bangalore,Weekend,12.0,9.0,0.34,Rainy,0
1043,Mumbai,Weekend,17.0,3.0,0.73,Sunny,1
1047,Hyderabad,Weekend,17.0,7.0,0.27,Rainy,0
1044,Trivandrum,Weekend,23.0,8.0,0.18,Sunny,0
1035,Bangalore,Weekday,4.0,8.0,0.88,Sunny,0
1017,Bangalore,Weekend,13.0,14.0,0.35,Sunny,0
1035,Delhi,Weekday,10.0,2.0,0.2,Sunny,0
1019,Hyderabad,Weekday,2.0,9.0,0.96,Cloudy,0
1020,Delhi,Weekend,16.0,14.0,0.03,Cloudy,0
1036,Delhi,Weekday,22.0,18.0,0.37,Cloudy,0
1035,Trivandrum,Weekday,11.0,14.0,0.04,Rainy,0
1032,Chennai,Weekend,2.0,17.0,0.5,Sunny,0
1048,Delhi,Weekday,22.0,16.0,0.4,Sunny,0
1044,Mumbai,Weekend,1.0,12.0,0.72,Cloudy,0
1040,Bangalore,Weekend,3.0,13.0,0.95,Cloudy,0
1024,Trivandrum,Weekday,17.0,4.0,0.52,Sunny,1
1017,Delhi,Weekend,19.0,10.0,0.29,Cloudy,0
1007,Kochi,Weekend,20.0,15.0,0.87,Rainy,1
1043,Mumbai,Weekday,13.0,8.0,0.6,Rainy,1
1050,Hyderabad,Weekend,7.0,12.0,0.55,Rainy,0
1001,Bangalore,Weekday,1.0,11.0,0.19,Sunny,0
1035,Trivandrum,Weekday,18.0,4.0,0.04,Cloudy,0
